#Code,description
#Extracted from http://www.publictendering.com/xls/CPV2008es.xls on 20151010. Converted using in2csv.
73435000-0,"Ensayo y evaluación de aeronaves militares, misiles y naves espaciales"
73436000-7,Ensayo y evaluación de sistemas electrónicos militares
75000000-6,"Servicios de administración pública, defensa y servicios de seguridad social"
75100000-7,Servicios de administración pública
75110000-0,Servicios públicos generales
75111000-7,Servicios ejecutivos y legislativos
75111100-8,Servicios ejecutivos
75111200-9,Servicios legislativos
75112000-4,Servicios administrativos para operaciones comerciales
75112100-5,Servicios de administración de proyectos de desarrollo
75120000-3,Servicios administrativos de agencias
75121000-0,Servicios administrativos educativos
75122000-7,Servicios administrativos relacionados con la asistencia sanitaria
75123000-4,Servicios administrativos de alojamiento
75124000-1,"Servicios administrativos en el ámbito del recreo, la cultura y la religión"
75125000-8,Servicios administrativos relacionados con asuntos turísticos
75130000-6,Servicios de apoyo a los poderes públicos
75131000-3,Servicios gubernamentales
75131100-4,Servicios generales de personal para el gobierno
75200000-8,Prestación de servicios para la comunidad
75210000-1,Servicios de asuntos exteriores y otros servicios
75211000-8,Servicios de asuntos exteriores
75211100-9,Servicios diplomáticos
75211110-2,Servicios consulares
75211200-0,Servicios relacionados con la ayuda económica exterior
75211300-1,Servicios relacionados con la ayuda militar exterior
75220000-4,Servicios de defensa
75221000-1,Servicios de defensa militar
75222000-8,Servicios de defensa civil
75230000-7,Servicios de justicia
75231000-4,Servicios judiciales
75231100-5,Servicios administrativos relacionados con los tribunales de justicia
75231200-6,Servicios relacionados con el encarcelamiento y la rehabilitación de delincuentes
75231210-9,Servicios de encarcelamiento
75231220-2,Servicios de escolta de prisioneros
75231230-5,Servicios penitenciarios
75231240-8,Servicios de reinserción
75240000-0,Servicios de seguridad y orden públicos
75241000-7,Servicios de seguridad pública
75241100-8,Servicios de policía
75242000-4,Servicios públicos de seguridad ciudadana
75242100-5,Servicios de orden público
75242110-8,Servicios de agentes judiciales
75250000-3,Servicios de los cuerpos de bomberos y servicios de rescate
75251000-0,Servicios de los cuerpos de bomberos
75251100-1,Servicios de extinción de incendios
75251110-4,Servicios de prevención de incendios
75251120-7,Servicios de extinción de incendios forestales
75252000-7,Servicios de rescate
75300000-9,Servicios de seguridad social de afiliación obligatoria
75310000-2,Servicios de prestaciones sociales
75311000-9,Prestaciones de enfermedad
75312000-6,Prestaciones de maternidad
75313000-3,Prestaciones de invalidez
75313100-4,Prestaciones de invalidez temporal
75314000-0,Prestaciones de indemnización por desempleo
75320000-5,Planes de pensiones de empleados públicos
75330000-8,Prestaciones familiares
75340000-1,Prestaciones por hijos a cargo
76000000-3,Servicios relacionados con la industria del gas y del petróleo
76100000-4,Servicios profesionales para la industria del gas
76110000-7,Servicios relacionados con la extracción de gas
76111000-4,Servicios de regasificación
76120000-0,Servicios de buceo relacionados con la extracción de gas
76121000-7,Servicios de buceo en pozos submarinos
76200000-5,Servicios profesionales para la industria del petróleo
76210000-8,Servicios relacionados con la extracción de petróleo
76211000-5,Servicios de sujeción de tuberías colgantes
76211100-6,Servicios de revestimiento
76211110-9,Servicios de revestimiento de pozos de exploración
76211120-2,Servicios de revestimiento de pozos en su emplazamiento
76211200-7,Servicios de diagrafía de lodos de perforación
76300000-6,Servicios de perforación
76310000-9,Servicios de perforación relacionados con la extracción de gas
76320000-2,Servicios de perforación en alta mar
76330000-5,Servicios de turbosondeo
76331000-2,Servicios de turbosondeo espiral
76340000-8,Perforación con extracción de testigos
76400000-7,Servicios de posicionamiento de plataformas de sondeo
76410000-0,Servicios de revestimiento y entubado de pozos
76411000-7,Servicios de revestimiento de pozos
76411100-8,Servicios de suministro de personal de revestimiento de pozos
76411200-9,Servicios de planificación de revestimiento de pozos
76411300-0,Servicios de fresado de revestimiento de pozos
76411400-1,Servicios de acabado de revestimiento de pozos
76420000-3,Servicios de cementación de pozos
76421000-0,Servicios de cementación de tuberías
76422000-7,Servicios de cementación de obturadores
76423000-4,Servicios de cementación con espuma
76430000-6,Servicios de perforación y explotación de pozos
76431000-3,Servicios de perforación de pozos
76431100-4,Servicios de control de perforación de pozos
76431200-5,Servicios de extracción de la herramienta de perforación de pozos
76431300-6,Servicios de deposición de la herramienta de perforación de pozos
76431400-7,Servicios de perforación de pozos de tamaño reducido
76431500-8,Servicios de supervisión de perforación de pozos
76431600-9,Servicios de control del equipo de perforación de pozos
76440000-9,Servicios de diagrafía del sondeo
76441000-6,Servicios de diagrafía de pozos entubados
76442000-3,Servicios de diagrafía de pozos sin entubar
76443000-0,Otros servicios de diagrafía
76450000-2,Servicios de gestión de pozos
76460000-5,Servicios de asistencia para pozos
76470000-8,Servicios de pruebas en pozos
76471000-5,Servicios de pruebas de fractura de pozos
76472000-2,Servicios de inspección o pruebas de emplazamiento de pozos
76473000-9,Servicios de pruebas de equipos de pozos
76480000-1,Servicios de entubado
76490000-4,Servicios de terminación de pozos
76491000-1,Servicios de colmatado de pozos
76492000-8,Servicios de posicionamiento de pozos
76500000-8,Servicios prestados en tierra y en alta mar
76510000-1,Servicios prestados en la costa
76520000-4,Servicios prestados en alta mar
76521000-1,Servicios de instalaciones en alta mar
76522000-8,Servicios en alta mar de buques de apoyo logístico
76530000-7,Servicios de fondo de pozo
76531000-4,Servicios de diagrafía en fondo de pozo
76532000-1,Servicios de bombeo de fondo de pozo
76533000-8,Servicios de registro de fondo de pozo
76534000-5,Servicios de ampliación de fondo de pozo
76535000-2,Servicios de perforación de fondo de pozo
76536000-9,Servicios de control de vibraciones de fondo de pozo
76537000-6,Servicios de herramientas para fondo de pozo
76537100-7,Servicios de herramientas de yacimiento petrolífero para fondo de pozo
76600000-9,Servicios de inspección de tuberías
77000000-0,"Servicios agrícolas, forestales, hortícolas, acuícolas y apícolas"
77100000-1,Servicios agrícolas
77110000-4,Servicios relacionados con la producción agrícola
77111000-1,Alquiler de maquinaria agrícola con maquinista
77112000-8,Alquiler de segadoras o equipo agrícola con maquinista
77120000-7,Servicios de producción de compost
77200000-2,Servicios forestales
77210000-5,Servicios de explotación forestal
77211000-2,Servicios relacionados con la explotación forestal
77211100-3,Servicios de producción maderera
77211200-4,Transporte de madera en el interior del bosque
77211300-5,Servicios de deforestación
77211400-6,Servicios de tala de árboles
77211500-7,Servicios de mantenimiento de árboles
77211600-8,Siembra de árboles
77220000-8,Servicios de impregnación de madera
77230000-1,Servicios relacionados con la silvicultura
77231000-8,Servicios de gestión forestal
77231100-9,Servicios de gestión de recursos forestales
77231200-0,Servicios de control de plagas forestales
77231300-1,Servicios de administración forestal
77231400-2,Servicios de inventario forestal
77231500-3,Servicios de seguimiento o evaluación forestal
77231600-4,Servicios de repoblación forestal
77231700-5,Servicios de extensión forestal
77231800-6,Servicios de gestión de viveros forestales
77231900-7,Servicios de planificación forestal sectorial
77300000-3,Servicios hortícolas
77310000-6,Servicios de plantación y mantenimiento de zonas verdes
77311000-3,Servicios de mantenimiento de jardines y parques
77312000-0,Servicios de desbrozo
77312100-1,Servicios de eliminación de malezas
77313000-7,Servicios de mantenimiento de parques
77314000-4,Servicios de mantenimiento de terrenos
77314100-5,Servicios de encespedado
77315000-1,Trabajos de siembra
77320000-9,Servicios de mantenimiento de campos deportivos
77330000-2,Servicios de exposición floral
77340000-5,Poda de árboles y setos
77341000-2,Poda de árboles
77342000-9,Poda de setos
77400000-4,Servicios de parques zoológicos
77500000-5,Servicios de cría de ganado
77510000-8,Servicios de propagación de animales de caza
77600000-6,Servicios relacionados con la caza
77610000-9,Servicios de trampas
77700000-7,Servicios relacionados con la pesca
77800000-8,Servicios de acuicultura
77810000-1,Servicios de maricultura
77820000-4,Servicios de ostricultura
77830000-7,Servicios de cultivo de mariscos
77840000-0,Servicios de cría de camarones
77850000-3,Servicios de piscicultura
77900000-9,Servicios de apicultura
79000000-4,"Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad"
79100000-5,Servicios jurídicos
79110000-8,Servicios de asesoría y representación jurídicas
79111000-5,Servicios de asesoría jurídica
79112000-2,Servicios de representación jurídica
79112100-3,Servicios de representación de las partes interesadas
79120000-1,Servicios de consultoría en patentes y derechos de autor
79121000-8,Servicios de consultoría en derechos de autor
79121100-9,Servicios de consultoría en materia de derechos de autor de software
79130000-4,Servicios de documentación y certificación jurídicas
79131000-1,Servicios de documentación
79132000-8,Servicios de certificación
79132100-9,Servicios de certificación relacionados con la firma electrónica
